ResponseId,LocationLatitude,LocationLongitude,condition,openQ,valence,metaphor,likert,covertness,attention,association,paraphrase,politicalView,gender,immigration,language#1_1_1,Q36,textblob_polarity,negative,neutral,positive,roberta_sentiment,positive_z,likert_z,paraphrase_negative,paraphrase_neutral,paraphrase_positive,paraphrase_sentiment,paraphrase_similarity,paraphrase_similarity_groups
R_2aVUXMVF7a60G2m,32.71040344,-117.0527954,flood,I would think that there are more jobs overall. The economy should be a little better because businesses have a larger worker pool.,positive,,7,False,increase,A flood is an overwhelming amount of increase.,Addison has seen a lot of growth in the number of immigrant laborers during the last 3 years.,Democrat,Male,BornInUS,English,United States,0.1625,0.031530414,0.22561216,0.74285746,positive,0.30247355,-0.21913254991326914,0.0052757463,0.33708695,0.6576373,positive,0.7866397,low
R_OOPDfk4DRlVXUrL,40.75,-111.9208984,boost,I'm assuming it would improve it quite a bit. At least it would replace some of the deadbeat white males we have too many of nowadays.,positive,,8,False,increase,An addition,In the last couple years there has been an increase in immigrants in Addison.,Democrat,Male,BornInUS,English,"Czechia, England, Holland",0.06666666666666667,0.08613265,0.52396965,0.38989767,neutral,-0.70892036,0.19860379251398658,0.08473679,0.84571654,0.06954666,neutral,0.83888626,medium
R_2BmqI3GlFCyLoA3,40.26919556,-80.16110229,invasion,I'm sure the number of immigrants has affected the availability of jobs for longtime residents.  I'm sure the added restaurants and other shops have helped their economy.  Mostly I think the economy is good there.,positive,,7,False,increase,take over,"In the last three years, there has been an increase of of immigrant labor in the town of Addison.",Independent,Female,BornInUS,English,United States,0.41500000000000004,0.020810425,0.19789346,0.78129613,positive,0.41261822,-0.21913254991326914,0.033303156,0.89017946,0.07651742,neutral,0.83369774,medium
R_2zNsTfq9gureE2Y,27.39370728,-80.31749725,increase,I'm sure this gives the town more diversity of business types and also stimulates the economy. There will be more jobs and people will be more likely to spend if they are making money.,positive,,9,False,boost,a growing amount,The amount of work performed by immigrants has grown in Addison over the course of three years.,Democrat,Male,BornInUS,English,United States,0.4,0.0036995332,0.10915265,0.8871478,positive,0.7159324,0.6163401349412423,0.016939506,0.6963694,0.2866911,neutral,0.78773177,low
R_1LY84BrjSpJhvwl,42.37969971,-71.10340118,boost,Immigrants are good for the city. They do jobs like manual labor. They are good for the economy.,positive,,10,False,increase,increase,There has been an increase of immigrant labor in the town of Addison.,Democrat,Male,BornInUS,English,usa,0.7,0.012629448,0.105269015,0.8821015,positive,0.7014724,1.034076477368498,0.05449512,0.8612463,0.08425855,neutral,0.8690617,high
R_2sc3pMWH85BfzyH,41.81390381,-73.11229706,boost,Immigrants are helpful to the economy. Having more immigrant influence in America should be seen positively when regulated well.,positive,,7,False,increase,more in quantity or quality,There has been an increase of immigrant labor in the town of Addison over the last three years.,Democrat,Male,BornInUS,English,USA,0.36363636363636365,0.0053851847,0.13825276,0.8563621,positive,0.62771714,-0.21913254991326914,0.0450835,0.87361944,0.081297055,neutral,0.8612682,high
R_3KBHJWeEfBzIJfq,39.95730591,-86.27700043,boost,"Immigrants have been growing as a significant share of the workforce, tripling in the last four years. This seems to have been contributing to a local economy that is attracting people to move to it and start businesses.",positive,,7,False,increase,Increased amount,"Over the last three years, there has been a significant increase in the amount of immigrants working in the town of Addison.",Democrat,Male,BornInUS,English,USA,0.125,0.0015140811,0.07526072,0.9232252,positive,0.8193111,-0.21913254991326914,0.017605547,0.7736022,0.20879221,neutral,0.8510276,high
R_3kMO4n8MDFpJQZj,39.79229736,-85.97810364,flood,"Immigrants started by doing hard farm labor that no one else wants, supporting the farmers. They expanded into opening their own businesses that employ more people and spend money locally, all sounding great for the economy.",positive,,9,False,increase,a lot of water or anything else (as a metaphor) all at once,"In the last three years, the available immigrant labor force in the down of Addison has significantly increased.",Democrat,Male,BornInUS,English,US,0.29404761904761906,0.01903056,0.15303272,0.82793665,positive,0.546265,0.6163401349412423,0.007541843,0.5625249,0.42993328,neutral,0.7587461,low
R_PwbwPr5CLRwUqnn,42.72729492,-73.66960144,invasion,"In my opinion it has put more money into the economy. WIth more businesses, the more people spend.",positive,,8,False,influx,Coming in,There has been an increase of immigrant labor in the Town of Addision.,Democrat,Female,BornInUS,English,USa,0.5,0.014017345,0.30816418,0.6778185,positive,0.11610663,0.19860379251398658,0.030097092,0.85864574,0.11125719,neutral,0.5856095,low
R_25Y487lRoO13jyJ,33.26629639,-86.90200043,flood,In my opinion the effect of this change on local economy is beneficial. I believe the local economy has been boosted.,positive,boost,10,False,increase,a large amount coming into,"In the past three years, the town of Addison has seen a large influx of immigrant labor.",Democrat,Female,BornInUS,English,USA,0.0,0.0019168183,0.062085718,0.9359975,positive,0.8559095,1.034076477368498,0.03293201,0.8442675,0.12280046,neutral,0.8426921,high
R_2zU50wsxxJckF0x,44.73049927,-98.55390167,invasion,In my own personal opinion I feel that the increase in the immigrant population over the past four years would greatly stimulate the economy in Addison.  The more people that work and start businesses the more money that is spent in the community.,positive,,9,False,increase,increase,"In the last three years, there has been a significant increase of immigrants moving to the town of Addison to work and start businesses of their own.",Republican,Female,BornInUS,English,Only the United States.,0.2928571428571428,0.0075163865,0.20107478,0.7914089,positive,0.441596,0.6163401349412423,0.007328328,0.7073114,0.28536028,neutral,0.82201636,medium
R_1CyD3VGmRMsvKwq,46.68280029,-68.01689911,invasion,Increased it. Revitalized it,positive,revitalize,10,False,increase,Evil increase,"words. ""In the last three years, there has been a blessing of immigrant labor in the town of Addison.""",Independent,Male,BornInUS,English,Usa,0.0,0.11797085,0.75622964,0.12579949,neutral,-1.4656845,1.034076477368498,0.0026756914,0.124213435,0.87311083,positive,0.5936549,low
R_3fAZHAI5XYKmI0z,29.93170166,-90.1026001,flood,"It appears to me it's booming. Immigrants have taken on labor that no one else seems to want. Plus, they've advanced and started businesses which feed into the local economy and make it larger and stronger.",positive,boom,8,False,increase,"an inundation, a sudden massive increase in volume, a rising water","Over the preceding three years, Addison saw an increase of immigrant labor.",Democrat,Male,BornInUS,English,"USA, Japan, Germany",0.13333333333333333,0.008125046,0.12609957,0.86577535,positive,0.65469044,0.19860379251398658,0.032349274,0.88421714,0.08343358,neutral,0.7317411,low
R_Wj56aX57MPRaNvb,38.42720032,-121.4420013,flood,It has a big impact on a local economy. Lots of business opened. More work for people and that's a big help on the economy. ,positive,,10,False,lot,over flowing,"In the last three years, there has been an over flowing of immigrant labor in the town of Addison.",Republican,Female,BornInUS,English,United States of America,0.125,0.004190689,0.104569115,0.89124024,positive,0.7276592,1.034076477368498,0.15929961,0.78311175,0.05758864,neutral,0.8115535,medium
R_Dc1ofEfepTYft9D,41.23069763,-80.4539032,increase,IT has been a positive experience for the local economy. More workers means more money put back into the economy. ,positive,,9,False,influx,The numbers of immigrants have gotten larger,Addison has seen more immigrant labor in their town since 3 years ago. ,Independent,Male,BornInUS,English,USA,0.24545454545454545,0.0016816983,0.032309514,0.9660088,positive,0.94190586,0.6163401349412423,0.13789229,0.75033253,0.11177518,neutral,0.81227934,medium
R_vdwLsEDTP75tS3n,33.69880676,-78.91600037,boost,It has been good for the local economy.  More jobs and money flowing. It has been good for real-estate as well. ,positive,,10,False,increase,increase ,In the last three years there has been an increase of immigrant labor in the town of Addison. ,Republican,Female,BornInUS,English,United States,0.475,0.002382896,0.033857968,0.9637592,positive,0.93545973,1.034076477368498,0.038273193,0.8196485,0.14207834,neutral,0.8436921,high
R_3efCXeALi6bjGfh,40.2335968,-74.6576004,invasion,It has been positive.  The immigrants are contributing to the work force. They are paying taxes which stimulates the economy.,positive,,10,False,influx,People are swarming the area,Many foreigners are coming to work in Addison,Republican,Female,BornInUS,English,USA ,0.22727272727272727,0.0035583682,0.07649099,0.91995066,positive,0.80992794,1.034076477368498,0.118136704,0.82365936,0.058203988,neutral,0.75990003,low
R_2tF40nEgNwpK7uZ,40.17500305,-76.18170166,boost,It has boosted the enconomy for the better. It has kept businesses going strong.,positive,boost,10,False,increase,an increase,"In the past three years, there has been an increase in immigrants working in this town.",Democrat,Female,BornInUS,English,USA,0.4666666666666667,0.00268856,0.06508113,0.9322303,positive,0.84511477,1.034076477368498,0.024822254,0.7391452,0.23603253,neutral,0.62108874,low
R_09gxABKUmzfwx3z,42.53230286,-88.34850311,flood,It has brought in more workers to do some of the less desirable jobs.  It has also overall increased the workforce and brought in some new businesses. I would say it is a net positive effect on the economy.,positive,,8,False,influx,mass movement into a place,A lot of immigrant workers have moved into Addison in the last three years.,Republican,Male,BornInUS,English,USA,0.11616161616161617,0.0051552793,0.096581906,0.89826286,positive,0.7477823,0.19860379251398658,0.08424276,0.8246742,0.09108306,neutral,0.84905934,high
R_2zoILnJVanxCpVT,42.21029663,-83.15699768,boost,It has brought new people who are willing to live and contribute to the community. New blood is good for communities to have.,positive,new blood,10,False,increase,Adding to the community,The the last three years there has been an increase in immigrant labor in the Addison.,Democrat,Male,BornInUS,English,USA,0.2718181818181818,0.0022348599,0.061186947,0.9365782,positive,0.8575736,1.034076477368498,0.02631391,0.8616648,0.11202134,neutral,0.81353045,medium
